wine,category,vintage,price,location,quantity
Claude Dugat Gevrey 1er Cru 2014,Burgundy Red,2014,560,Main Cellar B3,1
Joseph Drouhin Clos des Mouches 2014,Burgundy Red,2014,430,Fridge 2,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2005,Burgundy Red,2005,1975,Main Cellar A2,1
Domaine Dujac Clos de la Roche 2002,Burgundy Red,2002,705,Fridge 1,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2009,Burgundy Red,2009,575,Main Cellar A1,1
Domaine Dujac Clos de la Roche 2009,Burgundy Red,2009,540,Main Cellar A1,1
DRC Echézeaux 2002,Burgundy Red,2002,365,Main Cellar B3,1
Joseph Drouhin Clos des Mouches 2016,Burgundy Red,2016,2250,Wine Fridge Starboard,1
Faiveley Mazis‑Chambertin 2002,Burgundy Red,2002,1120,Main Cellar A2,1
Armand Rousseau Chambertin 2008,Burgundy Red,2008,1145,Wine Fridge Port,1
Georges Roumier Bonnes‑Mares 2016,Burgundy Red,2016,790,Fridge 1,1
DRC Echézeaux 2002,Burgundy Red,2002,1895,Wine Fridge Port,1
Joseph Drouhin Clos des Mouches 2016,Burgundy Red,2016,525,Wine Fridge Port,1
Armand Rousseau Chambertin 2002,Burgundy Red,2002,795,Wine Fridge Port,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2015,Burgundy Red,2015,1000,Main Cellar B3,1
DRC Echézeaux 2016,Burgundy Red,2016,1095,Fridge 2,1
Domaine Dujac Clos de la Roche 2002,Burgundy Red,2002,845,Fridge 1,1
Armand Rousseau Chambertin 2005,Burgundy Red,2005,780,Wine Fridge Port,1
Comte Liger‑Belair La Romanée 2019,Burgundy Red,2019,2210,Main Cellar A2,1
Armand Rousseau Chambertin 2010,Burgundy Red,2010,1730,Guest Pantry 1,1
Meo‑Camuzet Clos de Vougeot 2008,Burgundy Red,2008,515,Guest Pantry 2,1
Domaine Dujac Clos de la Roche 2005,Burgundy Red,2005,1085,Main Cellar A2,1
DRC Echézeaux 2019,Burgundy Red,2019,815,Wine Fridge Port,1
Faiveley Mazis‑Chambertin 2014,Burgundy Red,2014,525,Wine Fridge Starboard,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2009,Burgundy Red,2009,2280,Main Cellar A2,1
DRC Echézeaux 2000,Burgundy Red,2000,675,Main Cellar A1,1
Joseph Drouhin Clos des Mouches 2008,Burgundy Red,2008,1485,Main Cellar A1,1
Georges Roumier Bonnes‑Mares 2010,Burgundy Red,2010,660,Fridge 2,1
Meo‑Camuzet Clos de Vougeot 2008,Burgundy Red,2008,1045,Guest Pantry 2,1
DRC Echézeaux 2014,Burgundy Red,2014,1680,Main Cellar A2,1
Georges Roumier Bonnes‑Mares 2008,Burgundy Red,2008,2340,Fridge 2,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2010,Burgundy Red,2010,955,Main Cellar B3,1
DRC Echézeaux 2016,Burgundy Red,2016,1565,Guest Pantry 2,1
Denis Mortet Chambertin 2009,Burgundy Red,2009,1110,Guest Pantry 2,1
Armand Rousseau Chambertin 2008,Burgundy Red,2008,2380,Guest Pantry 2,1
Faiveley Mazis‑Chambertin 2012,Burgundy Red,2012,1980,Guest Pantry 2,1
Armand Rousseau Chambertin 2005,Burgundy Red,2005,1450,Wine Fridge Port,1
DRC Echézeaux 2019,Burgundy Red,2019,980,Wine Fridge Port,1
Domaine Dujac Clos de la Roche 2016,Burgundy Red,2016,620,Main Cellar A2,1
Joseph Drouhin Clos des Mouches 2009,Burgundy Red,2009,320,Guest Pantry 1,1
DRC Echézeaux 2010,Burgundy Red,2010,820,Main Cellar B1,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2018,Burgundy Red,2018,1185,Main Cellar B1,1
Meo‑Camuzet Clos de Vougeot 2009,Burgundy Red,2009,495,Main Cellar A2,1
Domaine Dujac Clos de la Roche 2010,Burgundy Red,2010,3410,Wine Fridge Starboard,1
Joseph Drouhin Clos des Mouches 2019,Burgundy Red,2019,540,Wine Fridge Starboard,1
Armand Rousseau Chambertin 2014,Burgundy Red,2014,680,Guest Pantry 1,1
Armand Rousseau Chambertin 2001,Burgundy Red,2001,1145,Guest Pantry 2,1
Armand Rousseau Chambertin 2016,Burgundy Red,2016,1095,Main Cellar A2,1
Claude Dugat Gevrey 1er Cru 2016,Burgundy Red,2016,890,Fridge 2,1
Georges Roumier Bonnes‑Mares 2010,Burgundy Red,2010,705,Guest Pantry 1,1
Faiveley Mazis‑Chambertin 2012,Burgundy Red,2012,845,Main Cellar A2,1
Claude Dugat Gevrey 1er Cru 2012,Burgundy Red,2012,610,Main Cellar B3,1
DRC Echézeaux 2009,Burgundy Red,2009,1415,Guest Pantry 2,1
Joseph Drouhin Clos des Mouches 2010,Burgundy Red,2010,1335,Wine Fridge Starboard,1
DRC Echézeaux 2005,Burgundy Red,2005,1380,Wine Fridge Starboard,1
Meo‑Camuzet Clos de Vougeot 2010,Burgundy Red,2010,880,Main Cellar B1,1
DRC Echézeaux 2015,Burgundy Red,2015,3810,Fridge 1,1
Meo‑Camuzet Clos de Vougeot 2005,Burgundy Red,2005,2590,Wine Fridge Starboard,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2002,Burgundy Red,2002,1155,Main Cellar B1,1
Denis Mortet Chambertin 2016,Burgundy Red,2016,1095,Main Cellar B1,1
Georges Roumier Bonnes‑Mares 2010,Burgundy Red,2010,1050,Wine Fridge Port,1
Joseph Drouhin Clos des Mouches 2009,Burgundy Red,2009,1780,Main Cellar B1,1
Meo‑Camuzet Clos de Vougeot 2002,Burgundy Red,2002,1120,Main Cellar B3,1
Faiveley Mazis‑Chambertin 2009,Burgundy Red,2009,1505,Fridge 2,1
Meo‑Camuzet Clos de Vougeot 2002,Burgundy Red,2002,1630,Guest Pantry 2,1
Domaine Dujac Clos de la Roche 2002,Burgundy Red,2002,1440,Fridge 2,1
Claude Dugat Gevrey 1er Cru 2005,Burgundy Red,2005,1810,Fridge 2,1
Armand Rousseau Chambertin 2005,Burgundy Red,2005,1645,Fridge 2,1
Claude Dugat Gevrey 1er Cru 2009,Burgundy Red,2009,885,Main Cellar B3,1
Armand Rousseau Chambertin 2012,Burgundy Red,2012,1155,Fridge 2,1
Claude Dugat Gevrey 1er Cru 2012,Burgundy Red,2012,865,Main Cellar B3,1
Claude Dugat Gevrey 1er Cru 2009,Burgundy Red,2009,980,Wine Fridge Starboard,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2005,Burgundy Red,2005,1815,Main Cellar A1,1
Domaine Dujac Clos de la Roche 2008,Burgundy Red,2008,1310,Wine Fridge Port,1
Denis Mortet Chambertin 2005,Burgundy Red,2005,1530,Fridge 2,1
Georges Roumier Bonnes‑Mares 2015,Burgundy Red,2015,1310,Guest Pantry 2,1
Armand Rousseau Chambertin 2010,Burgundy Red,2010,810,Main Cellar A2,1
Claude Dugat Gevrey 1er Cru 2010,Burgundy Red,2010,675,Main Cellar B1,1
Comte Liger‑Belair La Romanée 2019,Burgundy Red,2019,725,Main Cellar A1,1
Joseph Drouhin Clos des Mouches 2019,Burgundy Red,2019,615,Main Cellar A1,1
Comte Liger‑Belair La Romanée 2009,Burgundy Red,2009,1185,Main Cellar B1,1
Joseph Drouhin Clos des Mouches 2008,Burgundy Red,2008,475,Fridge 1,1
Denis Mortet Chambertin 2002,Burgundy Red,2002,1470,Main Cellar B1,1
Domaine Dujac Clos de la Roche 2018,Burgundy Red,2018,700,Fridge 2,1
Armand Rousseau Chambertin 2009,Burgundy Red,2009,1370,Main Cellar B1,1
Domaine Dujac Clos de la Roche 2008,Burgundy Red,2008,730,Guest Pantry 2,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2005,Burgundy Red,2005,540,Main Cellar A1,1
Denis Mortet Chambertin 2009,Burgundy Red,2009,1705,Main Cellar A2,1
Claude Dugat Gevrey 1er Cru 2016,Burgundy Red,2016,1820,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2009,Burgundy Red,2009,515,Fridge 2,1
Domaine Dujac Clos de la Roche 2015,Burgundy Red,2015,865,Guest Pantry 2,1
DRC Echézeaux 2008,Burgundy Red,2008,3845,Guest Pantry 2,1
Faiveley Mazis‑Chambertin 2020,Burgundy Red,2020,1790,Main Cellar B1,1
Domaine Dujac Clos de la Roche 2008,Burgundy Red,2008,1140,Wine Fridge Starboard,1
Meo‑Camuzet Clos de Vougeot 2015,Burgundy Red,2015,530,Fridge 1,1
Georges Roumier Bonnes‑Mares 2009,Burgundy Red,2009,1175,Wine Fridge Port,1
Armand Rousseau Chambertin 2014,Burgundy Red,2014,1255,Wine Fridge Port,1
Georges Roumier Bonnes‑Mares 2012,Burgundy Red,2012,1340,Main Cellar A1,1
Georges Roumier Bonnes‑Mares 2014,Burgundy Red,2014,1515,Fridge 2,1
Faiveley Mazis‑Chambertin 2018,Burgundy Red,2018,1985,Main Cellar B3,1
Georges Roumier Bonnes‑Mares 2010,Burgundy Red,2010,2470,Main Cellar A2,1
DRC Echézeaux 2005,Burgundy Red,2005,885,Main Cellar A1,1
Meo‑Camuzet Clos de Vougeot 2010,Burgundy Red,2010,1065,Main Cellar B1,1
Faiveley Mazis‑Chambertin 2016,Burgundy Red,2016,750,Fridge 1,1
Meo‑Camuzet Clos de Vougeot 2019,Burgundy Red,2019,865,Fridge 2,1
Domaine Dujac Clos de la Roche 2019,Burgundy Red,2019,525,Wine Fridge Port,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2012,Burgundy Red,2012,3275,Main Cellar B3,1
Faiveley Mazis‑Chambertin 2018,Burgundy Red,2018,455,Guest Pantry 1,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2008,Burgundy Red,2008,2530,Main Cellar B3,1
Faiveley Mazis‑Chambertin 2016,Burgundy Red,2016,365,Guest Pantry 1,1
Joseph Drouhin Clos des Mouches 2001,Burgundy Red,2001,1015,Fridge 2,1
Domaine Dujac Clos de la Roche 2012,Burgundy Red,2012,485,Main Cellar A1,1
Claude Dugat Gevrey 1er Cru 2012,Burgundy Red,2012,725,Main Cellar B1,1
Claude Dugat Gevrey 1er Cru 2009,Burgundy Red,2009,485,Fridge 1,1
Armand Rousseau Chambertin 2016,Burgundy Red,2016,320,Main Cellar B3,1
Denis Mortet Chambertin 2022,Burgundy Red,2022,2250,Guest Pantry 2,1
Faiveley Mazis‑Chambertin 2015,Burgundy Red,2015,1090,Main Cellar B3,1
Joseph Drouhin Clos des Mouches 2010,Burgundy Red,2010,795,Main Cellar A2,1
DRC Echézeaux 2008,Burgundy Red,2008,1865,Main Cellar A2,1
Claude Dugat Gevrey 1er Cru 2015,Burgundy Red,2015,635,Guest Pantry 2,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2012,Burgundy Red,2012,630,Guest Pantry 2,1
Georges Roumier Bonnes‑Mares 2014,Burgundy Red,2014,2270,Main Cellar A1,1
Joseph Drouhin Clos des Mouches 2008,Burgundy Red,2008,855,Guest Pantry 1,1
Comte Liger‑Belair La Romanée 2009,Burgundy Red,2009,1250,Main Cellar B3,1
Sylvain Cathiard Vosne‑Romanée 1er Cru 2012,Burgundy Red,2012,1110,Guest Pantry 1,1
Georges Roumier Bonnes‑Mares 2018,Burgundy Red,2018,665,Fridge 2,1
Joseph Drouhin Clos des Mouches 2002,Burgundy Red,2002,1090,Wine Fridge Port,1
Faiveley Mazis‑Chambertin 2016,Burgundy Red,2016,1155,Guest Pantry 1,1
DRC Echézeaux 2002,Burgundy Red,2002,1190,Main Cellar B3,1
DRC Echézeaux 2009,Burgundy Red,2009,865,Main Cellar B1,1
Meo‑Camuzet Clos de Vougeot 2009,Burgundy Red,2009,1380,Main Cellar A2,1
Domaine Dujac Clos de la Roche 2015,Burgundy Red,2015,1090,Guest Pantry 2,1
Armand Rousseau Chambertin 2012,Burgundy Red,2012,825,Fridge 2,1
Meo‑Camuzet Clos de Vougeot 2002,Burgundy Red,2002,1770,Main Cellar A2,1
Meo‑Camuzet Clos de Vougeot 2010,Burgundy Red,2010,2015,Guest Pantry 1,1
Georges Roumier Bonnes‑Mares 2012,Burgundy Red,2012,1605,Guest Pantry 2,1
Comte Liger‑Belair La Romanée 2008,Burgundy Red,2008,1700,Wine Fridge Port,1
DRC Echézeaux 2003,Burgundy Red,2003,3405,Fridge 1,1
Faiveley Mazis‑Chambertin 2008,Burgundy Red,2008,1690,Main Cellar A2,1
Claude Dugat Gevrey 1er Cru 2005,Burgundy Red,2005,1110,Wine Fridge Starboard,1
Coche‑Dury Meursault 2005,Burgundy White,2005,345,Main Cellar B3,1
Roulot Meursault 1er Cru 2015,Burgundy White,2015,660,Wine Fridge Starboard,1
Dauvissat Chablis Grand Cru Les Preuses 2002,Burgundy White,2002,700,Main Cellar A2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010,Burgundy White,2010,985,Wine Fridge Port,1
Dauvissat Chablis Grand Cru Les Preuses 2016,Burgundy White,2016,525,Main Cellar B3,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2016,Burgundy White,2016,645,Guest Pantry 1,1
Bonneau du Martray Corton‑Charlemagne 2019,Burgundy White,2019,455,Main Cellar B1,1
Bonneau du Martray Corton‑Charlemagne 2019,Burgundy White,2019,315,Guest Pantry 1,1
Coche‑Dury Meursault 2002,Burgundy White,2002,635,Guest Pantry 1,1
Dauvissat Chablis Grand Cru Les Preuses 2016,Burgundy White,2016,1220,Guest Pantry 1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2012,Burgundy White,2012,640,Wine Fridge Port,1
Bonneau du Martray Corton‑Charlemagne 2008,Burgundy White,2008,610,Main Cellar B3,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2009,Burgundy White,2009,405,Wine Fridge Port,1
Raveneau Chablis Grand Cru Blanchot 2020,Burgundy White,2020,1155,Fridge 2,1
Bouchard Père & Fils Chevalier‑Montrachet 2005,Burgundy White,2005,405,Fridge 1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010,Burgundy White,2010,335,Wine Fridge Port,1
Bonneau du Martray Corton‑Charlemagne 2012,Burgundy White,2012,1070,Fridge 1,1
Raveneau Chablis Grand Cru Blanchot 2015,Burgundy White,2015,245,Guest Pantry 2,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2015,Burgundy White,2015,1345,Main Cellar B1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2008,Burgundy White,2008,970,Main Cellar A2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2018,Burgundy White,2018,1075,Guest Pantry 2,1
Dauvissat Chablis Grand Cru Les Preuses 2005,Burgundy White,2005,655,Main Cellar B1,1
Dauvissat Chablis Grand Cru Les Preuses 2005,Burgundy White,2005,485,Main Cellar A1,1
Bouchard Père & Fils Chevalier‑Montrachet 2008,Burgundy White,2008,275,Wine Fridge Port,1
Roulot Meursault 1er Cru 2005,Burgundy White,2005,405,Wine Fridge Starboard,1
Dauvissat Chablis Grand Cru Les Preuses 2009,Burgundy White,2009,1210,Main Cellar B1,1
Dauvissat Chablis Grand Cru Les Preuses 2012,Burgundy White,2012,500,Main Cellar B3,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2005,Burgundy White,2005,685,Main Cellar A2,1
Bouchard Père & Fils Chevalier‑Montrachet 2022,Burgundy White,2022,860,Main Cellar B1,1
Bouchard Père & Fils Chevalier‑Montrachet 2014,Burgundy White,2014,425,Main Cellar B3,1
Coche‑Dury Meursault 2009,Burgundy White,2009,890,Wine Fridge Port,1
Raveneau Chablis Grand Cru Blanchot 2002,Burgundy White,2002,435,Guest Pantry 1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2008,Burgundy White,2008,1045,Guest Pantry 2,1
Coche‑Dury Meursault 2022,Burgundy White,2022,515,Guest Pantry 2,1
Bonneau du Martray Corton‑Charlemagne 2014,Burgundy White,2014,570,Main Cellar B3,1
Raveneau Chablis Grand Cru Blanchot 2010,Burgundy White,2010,570,Wine Fridge Starboard,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2012,Burgundy White,2012,595,Guest Pantry 1,1
Raveneau Chablis Grand Cru Blanchot 2012,Burgundy White,2012,835,Wine Fridge Starboard,1
Raveneau Chablis Grand Cru Blanchot 2014,Burgundy White,2014,450,Main Cellar A1,1
Dauvissat Chablis Grand Cru Les Preuses 2018,Burgundy White,2018,1540,Main Cellar B3,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2008,Burgundy White,2008,585,Guest Pantry 1,1
Raveneau Chablis Grand Cru Blanchot 2014,Burgundy White,2014,250,Guest Pantry 1,1
Coche‑Dury Meursault 2016,Burgundy White,2016,485,Main Cellar A1,1
Raveneau Chablis Grand Cru Blanchot 2012,Burgundy White,2012,295,Main Cellar B1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2015,Burgundy White,2015,910,Fridge 2,1
Bonneau du Martray Corton‑Charlemagne 2012,Burgundy White,2012,480,Guest Pantry 2,1
Bonneau du Martray Corton‑Charlemagne 2005,Burgundy White,2005,1130,Main Cellar A1,1
Bonneau du Martray Corton‑Charlemagne 2005,Burgundy White,2005,1070,Wine Fridge Starboard,1
Roulot Meursault 1er Cru 2014,Burgundy White,2014,1315,Fridge 1,1
Bouchard Père & Fils Chevalier‑Montrachet 2014,Burgundy White,2014,755,Guest Pantry 1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2012,Burgundy White,2012,545,Guest Pantry 2,1
Roulot Meursault 1er Cru 2018,Burgundy White,2018,385,Wine Fridge Port,1
Roulot Meursault 1er Cru 2015,Burgundy White,2015,255,Main Cellar B3,1
Bonneau du Martray Corton‑Charlemagne 2012,Burgundy White,2012,905,Wine Fridge Port,1
Raveneau Chablis Grand Cru Blanchot 2020,Burgundy White,2020,870,Wine Fridge Starboard,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2018,Burgundy White,2018,345,Wine Fridge Starboard,1
Dauvissat Chablis Grand Cru Les Preuses 1999,Burgundy White,1999,1540,Main Cellar B1,1
Bouchard Père & Fils Chevalier‑Montrachet 2015,Burgundy White,2015,1540,Guest Pantry 2,1
Roulot Meursault 1er Cru 2006,Burgundy White,2006,500,Guest Pantry 2,1
Dauvissat Chablis Grand Cru Les Preuses 2014,Burgundy White,2014,515,Main Cellar A2,1
Dauvissat Chablis Grand Cru Les Preuses 2012,Burgundy White,2012,500,Main Cellar B1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2016,Burgundy White,2016,825,Main Cellar A1,1
Coche‑Dury Meursault 2014,Burgundy White,2014,1005,Main Cellar B1,1
Coche‑Dury Meursault 2019,Burgundy White,2019,565,Wine Fridge Port,1
Roulot Meursault 1er Cru 2012,Burgundy White,2012,655,Wine Fridge Port,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2015,Burgundy White,2015,595,Main Cellar B3,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2016,Burgundy White,2016,605,Fridge 2,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2008,Burgundy White,2008,730,Wine Fridge Starboard,1
Bouchard Père & Fils Chevalier‑Montrachet 2010,Burgundy White,2010,585,Fridge 2,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2002,Burgundy White,2002,775,Guest Pantry 2,1
Coche‑Dury Meursault 2009,Burgundy White,2009,410,Main Cellar B1,1
Bonneau du Martray Corton‑Charlemagne 2008,Burgundy White,2008,525,Main Cellar B3,1
Roulot Meursault 1er Cru 2015,Burgundy White,2015,480,Guest Pantry 1,1
Dauvissat Chablis Grand Cru Les Preuses 2002,Burgundy White,2002,280,Fridge 2,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2005,Burgundy White,2005,1085,Wine Fridge Port,1
Dauvissat Chablis Grand Cru Les Preuses 2012,Burgundy White,2012,280,Fridge 2,1
Coche‑Dury Meursault 2009,Burgundy White,2009,855,Main Cellar B3,1
Bonneau du Martray Corton‑Charlemagne 2008,Burgundy White,2008,565,Fridge 1,1
Raveneau Chablis Grand Cru Blanchot 2014,Burgundy White,2014,520,Main Cellar B3,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2008,Burgundy White,2008,730,Main Cellar B3,1
Raveneau Chablis Grand Cru Blanchot 2016,Burgundy White,2016,495,Fridge 2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010,Burgundy White,2010,885,Fridge 2,1
Bonneau du Martray Corton‑Charlemagne 2018,Burgundy White,2018,335,Main Cellar B3,1
Roulot Meursault 1er Cru 2010,Burgundy White,2010,550,Fridge 1,1
Roulot Meursault 1er Cru 2005,Burgundy White,2005,425,Guest Pantry 2,1
Dauvissat Chablis Grand Cru Les Preuses 2008,Burgundy White,2008,825,Fridge 2,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2000,Burgundy White,2000,335,Fridge 1,1
Dauvissat Chablis Grand Cru Les Preuses 2010,Burgundy White,2010,610,Main Cellar B1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2008,Burgundy White,2008,355,Fridge 1,1
Raveneau Chablis Grand Cru Blanchot 2018,Burgundy White,2018,345,Main Cellar B3,1
Raveneau Chablis Grand Cru Blanchot 2016,Burgundy White,2016,310,Guest Pantry 1,1
Roulot Meursault 1er Cru 2002,Burgundy White,2002,460,Wine Fridge Starboard,1
Raveneau Chablis Grand Cru Blanchot 2015,Burgundy White,2015,370,Main Cellar A1,1
Raveneau Chablis Grand Cru Blanchot 2016,Burgundy White,2016,570,Guest Pantry 2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2012,Burgundy White,2012,560,Wine Fridge Starboard,1
Bouchard Père & Fils Chevalier‑Montrachet 2012,Burgundy White,2012,1050,Fridge 1,1
Roulot Meursault 1er Cru 2019,Burgundy White,2019,395,Guest Pantry 2,1
Bouchard Père & Fils Chevalier‑Montrachet 2008,Burgundy White,2008,520,Fridge 1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2009,Burgundy White,2009,680,Main Cellar B1,1
Coche‑Dury Meursault 2009,Burgundy White,2009,1155,Main Cellar B3,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2010,Burgundy White,2010,1340,Main Cellar A2,1
Coche‑Dury Meursault 2016,Burgundy White,2016,1300,Main Cellar A2,1
Coche‑Dury Meursault 2009,Burgundy White,2009,940,Fridge 1,1
Dauvissat Chablis Grand Cru Les Preuses 2019,Burgundy White,2019,645,Main Cellar B1,1
Coche‑Dury Meursault 2002,Burgundy White,2002,710,Main Cellar A1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2009,Burgundy White,2009,645,Main Cellar B1,1
Roulot Meursault 1er Cru 2008,Burgundy White,2008,720,Guest Pantry 2,1
Bonneau du Martray Corton‑Charlemagne 2005,Burgundy White,2005,680,Fridge 1,1
Raveneau Chablis Grand Cru Blanchot 2014,Burgundy White,2014,565,Main Cellar A1,1
Coche‑Dury Meursault 2008,Burgundy White,2008,790,Main Cellar B1,1
Raveneau Chablis Grand Cru Blanchot 2019,Burgundy White,2019,430,Wine Fridge Starboard,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2016,Burgundy White,2016,380,Wine Fridge Starboard,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2015,Burgundy White,2015,885,Guest Pantry 2,1
Dauvissat Chablis Grand Cru Les Preuses 2008,Burgundy White,2008,370,Main Cellar A1,1
Coche‑Dury Meursault 2008,Burgundy White,2008,515,Main Cellar A1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2014,Burgundy White,2014,440,Main Cellar B3,1
Dauvissat Chablis Grand Cru Les Preuses 2019,Burgundy White,2019,230,Wine Fridge Starboard,1
Coche‑Dury Meursault 2014,Burgundy White,2014,1050,Main Cellar B3,1
Bouchard Père & Fils Chevalier‑Montrachet 2019,Burgundy White,2019,690,Wine Fridge Starboard,1
Raveneau Chablis Grand Cru Blanchot 2019,Burgundy White,2019,250,Wine Fridge Port,1
Bouchard Père & Fils Chevalier‑Montrachet 2012,Burgundy White,2012,915,Fridge 2,1
Bouchard Père & Fils Chevalier‑Montrachet 2015,Burgundy White,2015,1190,Main Cellar A1,1
Coche‑Dury Meursault 2005,Burgundy White,2005,235,Wine Fridge Starboard,1
Dauvissat Chablis Grand Cru Les Preuses 2002,Burgundy White,2002,365,Main Cellar A2,1
Coche‑Dury Meursault 2014,Burgundy White,2014,545,Fridge 1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010,Burgundy White,2010,705,Main Cellar A2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2012,Burgundy White,2012,870,Guest Pantry 1,1
Bonneau du Martray Corton‑Charlemagne 2019,Burgundy White,2019,765,Guest Pantry 1,1
Bouchard Père & Fils Chevalier‑Montrachet 2009,Burgundy White,2009,1455,Wine Fridge Port,1
Dauvissat Chablis Grand Cru Les Preuses 2017,Burgundy White,2017,340,Guest Pantry 1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2012,Burgundy White,2012,230,Fridge 2,1
Roulot Meursault 1er Cru 2000,Burgundy White,2000,1075,Main Cellar B1,1
Bouchard Père & Fils Chevalier‑Montrachet 2018,Burgundy White,2018,995,Main Cellar B1,1
Raveneau Chablis Grand Cru Blanchot 2014,Burgundy White,2014,545,Main Cellar B3,1
Bouchard Père & Fils Chevalier‑Montrachet 2002,Burgundy White,2002,515,Main Cellar A2,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2015,Burgundy White,2015,585,Wine Fridge Starboard,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2005,Burgundy White,2005,540,Wine Fridge Starboard,1
Coche‑Dury Meursault 2019,Burgundy White,2019,380,Main Cellar A2,1
Coche‑Dury Meursault 2010,Burgundy White,2010,495,Main Cellar B3,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010,Burgundy White,2010,710,Guest Pantry 1,1
Domaine Leflaive Puligny‑Montrachet 1er Cru 2008,Burgundy White,2008,950,Main Cellar A2,1
Dauvissat Chablis Grand Cru Les Preuses 2018,Burgundy White,2018,405,Fridge 2,1
Bonneau du Martray Corton‑Charlemagne 2014,Burgundy White,2014,1135,Main Cellar A1,1
Dauvissat Chablis Grand Cru Les Preuses 2019,Burgundy White,2019,370,Fridge 2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2009,Burgundy White,2009,720,Main Cellar A2,1
Raveneau Chablis Grand Cru Blanchot 2008,Burgundy White,2008,500,Main Cellar B1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2015,Burgundy White,2015,960,Main Cellar A2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2012,Burgundy White,2012,450,Main Cellar B1,1
Raveneau Chablis Grand Cru Blanchot 2012,Burgundy White,2012,480,Main Cellar B1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2010,Burgundy White,2010,660,Guest Pantry 2,1
Dauvissat Chablis Grand Cru Les Preuses 2016,Burgundy White,2016,795,Guest Pantry 2,1
Bonneau du Martray Corton‑Charlemagne 2005,Burgundy White,2005,1135,Guest Pantry 1,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2012,Burgundy White,2012,230,Guest Pantry 2,1
Pierre‑Yves Colin‑Morey Chassagne‑Montrachet 1er Cru 2009,Burgundy White,2009,370,Wine Fridge Port,1
Coche‑Dury Meursault 2009,Burgundy White,2009,415,Main Cellar B3,1
